entry_time,exit_time,direction,entry_price,exit_price,size_usd,pnl,pnl_pct,exit_reason
2025-03-26 04:00:00,2025-03-26 10:00:00,long,142.38,144.85,9243.705919517166,147.41808704072338,1.7347942126703182,rsi_target
2025-04-05 10:00:00,2025-04-05 13:00:00,long,120.91,117.86,9936.861864296,-264.57266596079404,-2.5225374245306402,stop_loss
2025-04-07 20:00:00,2025-04-08 11:00:00,short,107.38,111.56,2942.514002035303,-118.66327568878336,-3.8927174520394923,stop_loss
2025-04-10 07:00:00,2025-04-10 15:00:00,long,114.78,109.6,6044.745667567155,-281.26088890756756,-4.512981355636876,stop_loss
2025-05-02 04:00:00,2025-05-02 11:00:00,long,150.18,150.73,9262.902972971906,20.955205481829143,0.3662271940338147,rsi_target
2025-05-11 14:00:00,2025-05-11 21:00:00,long,171.91,173.16,7260.301083504948,42.62701792455189,0.7271246582514107,rsi_target
2025-05-19 20:00:00,2025-05-20 11:00:00,short,165.91,166.47,6930.454906032871,-33.095167441518306,-0.3375323970827571,rsi_target
2025-06-06 10:00:00,2025-06-06 14:00:00,short,148.55,151.31,9281.663199455512,-185.4439443021736,-1.8579602827330801,stop_loss
2025-06-06 16:00:00,2025-06-07 01:00:00,short,150.09,147.73,9091.578423553612,130.22685103443948,1.5723898993937062,rsi_target
2025-06-13 15:00:00,2025-06-14 05:00:00,short,147.18,146.86,7554.63306078263,5.848860769194236,0.21742084522353117,rsi_target
2025-06-21 12:00:00,2025-06-21 17:00:00,short,141.73,138.66,9219.331029615078,186.79198588414553,2.166090453679527,rsi_target
2025-06-23 05:00:00,2025-06-23 16:00:00,short,134.41,132.51,6905.231745198939,87.94401634890974,1.4135852987128976,rsi_target
2025-06-30 12:00:00,2025-06-30 15:00:00,long,149.92,157.83,9486.004750460725,487.21517483377716,5.276147278548576,take_profit
2025-07-02 08:00:00,2025-07-02 16:00:00,short,149.19,153.13,9968.476922919272,-277.2161336368682,-2.640927676117701,stop_loss
2025-07-18 19:00:00,2025-07-19 05:00:00,long,176.99,177.55,6743.814895818264,11.896228170422162,0.31640205661336923,rsi_target
2025-07-31 11:00:00,2025-07-31 13:00:00,short,180.74,177.68,9694.800871543457,150.5641088502331,1.693039725572647,rsi_target
2025-08-03 08:00:00,2025-08-04 00:00:00,short,161.4,164.56,9840.517579957917,-206.4411332406089,-1.9578686493184612,stop_loss
